SR. No,Ward No,Serial no.,Tree Name,Scientific Name,Latitude,Longitude,Girth (Inch),Height (Ft),Age (Years),Canopy (sq. mtr),Condition,Landmark,Concern Person,ownership,Remark,Display
999,11,W111709365266801-h9mUY,Gum Arabic Tree,Vachellia nilotica,19.29915437,76.479441,34,23,5_10,18,Good,Ward 11,Pravin more,Private,Good,Yes
1000,11,W111709365280294-h9mUY,Gum Arabic Tree,Vachellia nilotica,19.29921987,76.47915468,31,18,5_10,14,Good,Ward 11,Pravin more,Private,Good,Yes
1001,11,W111709365280371-akK0O,Neem Tree,Azadirachta indica,19.29084139,76.4732451,52,33,10_50,26,Good,Ward 11,Pravin more,Private,Good,Yes
1002,11,W111709365280939-akK0O,Neem Tree,Azadirachta indica,19.29084108,76.4734228,59,30,10_50,23,Good,Ward 11,Pravin more,Private,Good,Yes
1003,11,W111709365281100-h9mUY,Gum Arabic Tree,Vachellia nilotica,19.29923443,76.47913791,32,18,5_10,14,Good,Ward 11,Pravin more,Private,Good,Yes
1004,11,W111709365281329-akK0O,Neem Tree,Azadirachta indica,19.29084329,76.47352405,33,28,10_50,22,Good,Ward 11,Pravin more,Private,Good,Yes
1005,11,W111709365281845-h9mUY,Gum Arabic Tree,Vachellia nilotica,19.29924012,76.4791074,35,21,5_10,16,Good,Ward 11,Pravin more,Private,Good,Yes
1006,11,W111709365282048-ZA33J,Gum Arabic Tree,Vachellia nilotica,19.29410999,76.47279885,56,36,10_50,28,Good,Ward 11,Pravin more,Private,Good,Yes
1007,11,W111709365282561-h9mUY,Gum Arabic Tree,Vachellia nilotica,19.29924012,76.47909265,33,17,5_10,13,Good,Ward 11,Pravin more,Private,Good,Yes
1008,11,W111709365282677-ZA33J,Gum Arabic Tree,Vachellia nilotica,19.29417898,76.47297218,58,38,10_50,30,Good,Ward 11,Pravin more,Private,Good,Yes
1009,11,W111709365283315-h9mUY,Gum Arabic Tree,Vachellia nilotica,19.29924139,76.47906113,34,18,5_10,14,Good,Ward 11,Pravin more,Private,Good,Yes
1010,11,W111709365285120-akK0O,Neem Tree,Azadirachta indica,19.29080247,76.47411548,63,34,10_50,27,Good,Ward 11,Pravin more,Private,Good,Yes
1011,11,W111709365286858-ZA33J,Gum Arabic Tree,Vachellia nilotica,19.29398658,76.4726701,52,33,10_50,26,Good,Ward 11,Pravin more,Private,Good,Yes
1012,11,W111709365287055-akK0O,Neem Tree,Azadirachta indica,19.29075975,76.47452921,45,19,10_50,15,Good,Ward 11,Pravin more,Private,Good,Yes
1013,11,W111709365290118-h9mUY,Gum Arabic Tree,Vachellia nilotica,19.29939486,76.47926968,32,18,5_10,14,Good,Ward 11,Pravin more,Private,Good,Yes
1014,11,W111709365290714-akK0O,Neem Tree,Azadirachta indica,19.29087336,76.47519272,36,36,10_50,28,Good,Ward 11,Pravin more,Private,Good,Yes
1015,11,W111709365290929-h9mUY,Gum Arabic Tree,Vachellia nilotica,19.29936923,76.47925626,31,17,5_10,13,Good,Ward 11,Pravin more,Private,Good,Yes
1016,11,W111709365291494-akK0O,Neem Tree,Azadirachta indica,19.29075912,76.47539623,60,30,10_50,23,Good,Ward 11,Pravin more,Private,Good,Yes
