SR. No,Ward No,Serial no.,Tree Name,Scientific Name,Latitude,Longitude,Girth (Inch),Height (Ft),Age (Years),Canopy (sq. mtr),Condition,Landmark,Concern Person,ownership,Remark,Display
5490,11,W111709471132359-baw6S,Indian-almond Tree,Terminalia catappa,19.29242364,76.48372114,39,38,10_50,30,Good,Ward 11,Akshay Hake,Private,Good,Yes
5491,11,W111709471150993-baw6S,Gum Arabic Tree,Vachellia nilotica,19.2949549,76.4840088,60,33,10_50,26,Good,Ward 11,Akshay Hake,Private,Good,Yes
5492,11,W111709471151886-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29508464,76.48409765,45,36,10_50,28,Good,Ward 11,Akshay Hake,Private,Good,Yes
5493,11,W111709471161735-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29490237,76.48437258,69,27,10_50,22,Good,Ward 11,Akshay Hake,Private,Good,Yes
5494,11,W111709471168919-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29406379,76.48498178,34,29,10_50,22,Good,Ward 11,Akshay Hake,Private,Good,Yes
5495,11,W111709471170691-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29408341,76.48484632,52,31,10_50,25,Good,Ward 11,Akshay Hake,Private,Good,Yes
5496,11,W111709471172568-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29396727,76.48523759,51,18,10_50,14,Good,Ward 11,Akshay Hake,Private,Good,Yes
5497,11,W111709471175689-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29443466,76.48465119,58,17,10_50,13,Good,Ward 11,Akshay Hake,Private,Good,Yes
5498,11,W111709471179171-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29462295,76.48414794,41,21,10_50,16,Good,Ward 11,Akshay Hake,Private,Good,Yes
5499,11,W111709471179634-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29437264,76.48400914,34,30,10_50,23,Good,Ward 11,Akshay Hake,Private,Good,Yes
5500,11,W111709471183208-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29524951,76.48397192,42,39,10_50,31,Good,Ward 11,Akshay Hake,Private,Good,Yes
5501,11,W111709471185914-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29496566,76.48332484,43,25,10_50,20,Good,Ward 11,Akshay Hake,Private,Good,Yes
5502,11,W111709471192616-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29457706,76.483352,32,21,10_50,16,Good,Ward 11,Akshay Hake,Private,Good,Yes
5503,11,W111709471193738-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29474668,76.48330238,41,25,10_50,19,Good,Ward 11,Akshay Hake,Private,Good,Yes
5504,11,W111709471195491-baw6S,Gum Arabic Tree,Vachellia nilotica,19.29460143,76.48295101,34,35,10_50,28,Good,Ward 11,Akshay Hake,Private,Good,Yes
5505,11,W111709474637152-MZ1ci,Mosambi tree,Citrus limetta,19.28748159,76.49092723,23,11,2_5,9,Good,Ward 11,Akshay Hake,Private,Good,Yes
5506,11,W111709474637713-MZ1ci,Mosambi tree,Citrus limetta,19.28750121,76.49088498,26,17,2_5,13,Good,Ward 11,Akshay Hake,Private,Good,Yes
5507,11,W111709474638429-MZ1ci,Mosambi tree,Citrus limetta,19.28751355,76.4908424,30,13,2_5,10,Good,Ward 11,Akshay Hake,Private,Good,Yes
5508,11,W111709474639013-MZ1ci,Mosambi tree,Citrus limetta,19.28753444,76.49079848,28,17,2_5,13,Good,Ward 11,Akshay Hake,Private,Good,Yes
5509,11,W111709474639749-MZ1ci,Mosambi tree,Citrus limetta,19.28744267,76.49090845,23,14,2_5,11,Good,Ward 11,Akshay Hake,Private,Good,Yes
5510,11,W111709474640305-MZ1ci,Mosambi tree,Citrus limetta,19.28746862,76.49082631,27,15,2_5,12,Good,Ward 11,Akshay Hake,Private,Good,Yes
5511,11,W111709474640792-MZ1ci,Mosambi tree,Citrus limetta,19.28748381,76.490773,25,12,2_5,9,Good,Ward 11,Akshay Hake,Private,Good,Yes
5512,11,W111709474641496-MZ1ci,Mosambi tree,Citrus limetta,19.28739488,76.49089705,29,14,2_5,11,Good,Ward 11,Akshay Hake,Private,Good,Yes
5513,11,W111709474641925-MZ1ci,Mosambi tree,Citrus limetta,19.28740881,76.49085045,21,16,2_5,13,Good,Ward 11,Akshay Hake,Private,Good,Yes
5514,11,W111709474642525-MZ1ci,Mosambi tree,Citrus limetta,19.28743159,76.49081089,30,12,2_5,9,Good,Ward 11,Akshay Hake,Private,Good,Yes
5515,11,W111709474643098-MZ1ci,Mosambi tree,Citrus limetta,19.28743571,76.49076596,22,12,2_5,9,Good,Ward 11,Akshay Hake,Private,Good,Yes
5516,11,W111709474643666-MZ1ci,Mosambi tree,Citrus limetta,19.28746767,76.49071567,20,14,2_5,11,Good,Ward 11,Akshay Hake,Private,Good,Yes
5517,11,W111709474644399-MZ1ci,Mosambi tree,Citrus limetta,19.28756387,76.49073277,30,12,2_5,9,Good,Ward 11,Akshay Hake,Private,Good,Yes
5518,11,W111709474645982-MZ1ci,Mosambi tree,Citrus limetta,19.28753381,76.49063755,25,17,2_5,13,Good,Ward 11,Akshay Hake,Private,Good,Yes
5519,11,W111709474646619-MZ1ci,Mosambi tree,Citrus limetta,19.28747431,76.49066471,24,13,2_5,10,Good,Ward 11,Akshay Hake,Private,Good,Yes
5520,11,W111709474648130-MZ1ci,Mosambi tree,Citrus limetta,19.28739931,76.49063721,23,17,2_5,13,Good,Ward 11,Akshay Hake,Private,Good,Yes
5521,11,W111709474648670-MZ1ci,Mosambi tree,Citrus limetta,19.28736355,76.49068348,23,13,2_5,10,Good,Ward 11,Akshay Hake,Private,Good,Yes
5522,11,W111709474649229-MZ1ci,Mosambi tree,Citrus limetta,19.28739741,76.49074081,26,15,2_5,12,Good,Ward 11,Akshay Hake,Private,Good,Yes
5523,11,W111709474649796-MZ1ci,Mosambi tree,Citrus limetta,19.28734457,76.49073176,30,13,2_5,10,Good,Ward 11,Akshay Hake,Private,Good,Yes
5524,11,W111709474652881-MZ1ci,Mosambi tree,Citrus limetta,19.28730153,76.49097718,21,17,2_5,13,Good,Ward 11,Akshay Hake,Private,Good,Yes
5525,11,W111709474653375-MZ1ci,Mosambi tree,Citrus limetta,19.28730596,76.49094131,27,14,2_5,11,Good,Ward 11,Akshay Hake,Private,Good,Yes
5526,11,W111709474653959-MZ1ci,Mosambi tree,Citrus limetta,19.28732052,76.49089303,30,17,2_5,13,Good,Ward 11,Akshay Hake,Private,Good,Yes
5527,11,W111709474654563-MZ1ci,Mosambi tree,Citrus limetta,19.28735564,76.49084073,28,12,2_5,9,Good,Ward 11,Akshay Hake,Private,Good,Yes
5528,11,W111709474655234-MZ1ci,Mosambi tree,Citrus limetta,19.28732305,76.49079479,25,12,2_5,9,Good,Ward 11,Akshay Hake,Private,Good,Yes
5529,11,W111709474659033-MZ1ci,Mosambi tree,Citrus limetta,19.28723475,76.49101775,28,14,2_5,11,Good,Ward 11,Akshay Hake,Private,Good,Yes
5530,11,W111709474659519-MZ1ci,Mosambi tree,Citrus limetta,19.2871895,76.49100132,27,15,2_5,12,Good,Ward 11,Akshay Hake,Private,Good,Yes
5531,11,W111709474660046-MZ1ci,Mosambi tree,Citrus limetta,19.28720786,76.49095505,22,15,2_5,12,Good,Ward 11,Akshay Hake,Private,Good,Yes
5532,11,W111709474660478-MZ1ci,Mosambi tree,Citrus limetta,19.28721513,76.49091113,26,17,2_5,13,Good,Ward 11,Akshay Hake,Private,Good,Yes
5533,11,W111709474661069-MZ1ci,Mosambi tree,Citrus limetta,19.28714045,76.49098389,24,12,2_5,9,Good,Ward 11,Akshay Hake,Private,Good,Yes
5534,11,W111709474661477-MZ1ci,Mosambi tree,Citrus limetta,19.2871683,76.49093527,30,15,2_5,12,Good,Ward 11,Akshay Hake,Private,Good,Yes
5535,11,W111709474661996-MZ1ci,Mosambi tree,Citrus limetta,19.28717969,76.49088867,20,14,2_5,11,Good,Ward 11,Akshay Hake,Private,Good,Yes
5536,11,W111709474662539-MZ1ci,Mosambi tree,Citrus limetta,19.28723254,76.49086855,24,14,2_5,11,Good,Ward 11,Akshay Hake,Private,Good,Yes
5537,11,W111709474663064-MZ1ci,Mosambi tree,Citrus limetta,19.28719994,76.4908424,27,11,2_5,9,Good,Ward 11,Akshay Hake,Private,Good,Yes
5538,11,W111709474664298-MZ1ci,Mosambi tree,Citrus limetta,19.28722526,76.49078641,28,14,2_5,11,Good,Ward 11,Akshay Hake,Private,Good,Yes
5539,11,W111709474664833-MZ1ci,Mosambi tree,Citrus limetta,19.28726735,76.49076663,24,15,2_5,12,Good,Ward 11,Akshay Hake,Private,Good,Yes
5540,11,W111709474665266-MZ1ci,Mosambi tree,Citrus limetta,19.28724457,76.49074182,29,12,2_5,9,Good,Ward 11,Akshay Hake,Private,Good,Yes
5541,11,W111709474665871-MZ1ci,Mosambi tree,Citrus limetta,19.2872895,76.4907207,21,13,2_5,10,Good,Ward 11,Akshay Hake,Private,Good,Yes
5542,11,W111709474666281-MZ1ci,Mosambi tree,Citrus limetta,19.28725311,76.49069354,28,17,2_5,13,Good,Ward 11,Akshay Hake,Private,Good,Yes
5543,11,W111709474666764-MZ1ci,Mosambi tree,Citrus limetta,19.28730786,76.49067879,24,17,2_5,13,Good,Ward 11,Akshay Hake,Private,Good,Yes
5544,11,W111709474667130-MZ1ci,Mosambi tree,Citrus limetta,19.28727368,76.49065867,23,16,2_5,13,Good,Ward 11,Akshay Hake,Private,Good,Yes
5545,11,W111709474668477-MZ1ci,Mosambi tree,Citrus limetta,19.28729678,76.49060771,27,11,2_5,9,Good,Ward 11,Akshay Hake,Private,Good,Yes
5546,11,W111709474683601-MZ1ci,Mosambi tree,Citrus limetta,19.28728887,76.49018493,28,13,2_5,10,Good,Ward 11,Akshay Hake,Private,Good,Yes
5547,11,W111709474684119-MZ1ci,Mosambi tree,Citrus limetta,19.28734488,76.4900887,30,14,2_5,11,Good,Ward 11,Akshay Hake,Private,Good,Yes
5548,11,W111709474684573-MZ1ci,Mosambi tree,Citrus limetta,19.2872895,76.49008904,23,11,2_5,9,Good,Ward 11,Akshay Hake,Private,Good,Yes
5549,11,W111709474686442-MZ1ci,Mosambi tree,Citrus limetta,19.28735944,76.49004344,21,16,2_5,13,Good,Ward 11,Akshay Hake,Private,Good,Yes
5550,11,W111709474686860-MZ1ci,Mosambi tree,Citrus limetta,19.2873107,76.49003305,27,15,2_5,12,Good,Ward 11,Akshay Hake,Private,Good,Yes
5551,11,W111709474688312-MZ1ci,Mosambi tree,Citrus limetta,19.28723729,76.49016783,27,17,2_5,13,Good,Ward 11,Akshay Hake,Private,Good,Yes
5552,11,W111709474688740-MZ1ci,Mosambi tree,Citrus limetta,19.28722241,76.49013765,26,11,2_5,9,Good,Ward 11,Akshay Hake,Private,Good,Yes
5553,11,W111709474689732-MZ1ci,Mosambi tree,Citrus limetta,19.28720184,76.49007395,20,16,2_5,13,Good,Ward 11,Akshay Hake,Private,Good,Yes
5554,11,W111709474690194-MZ1ci,Mosambi tree,Citrus limetta,19.28722684,76.49000756,28,17,2_5,13,Good,Ward 11,Akshay Hake,Private,Good,Yes
5555,11,W111709474691101-MZ1ci,Mosambi tree,Citrus limetta,19.2871338,76.49009809,21,12,2_5,9,Good,Ward 11,Akshay Hake,Private,Good,Yes
